crop,state,season,soil_type,rainfall_mm,temperature_c,humidity_pct,fertilizer_kg_ha,area_hectares,yield_kg_per_ha
Soybean,Andhra Pradesh,Zaid,Sandy,2412.8,33.6,50.3,236.3,26.22,3640.5
Wheat,Uttar Pradesh,Kharif,Red,398.1,20.9,89.1,87.5,28.83,2745.3
Maize,Bihar,Kharif,Red,614.7,26.8,86.6,187.1,96.01,3303.2
Cotton,Andhra Pradesh,Kharif,Laterite,330.8,36.1,66.3,256.2,38.22,2574.2
Groundnut,Madhya Pradesh,Rabi,Black,1547.1,36.2,51.1,146.5,1.45,3305.6
Rice,Uttar Pradesh,Rabi,Black,2351.0,27.2,49.1,111.3,28.74,3367.9
Wheat,Haryana,Kharif,Red,1765.1,36.4,32.2,321.2,12.37,3061.0
Wheat,Punjab,Zaid,Black,2109.8,37.6,83.0,381.4,10.73,3454.8
Soybean,Karnataka,Zaid,Red,329.2,32.7,59.3,85.2,8.21,1961.6
Wheat,Maharashtra,Rabi,Sandy,1492.4,21.2,51.1,104.5,59.53,3099.5
Maize,Maharashtra,Rabi,Laterite,1311.0,22.4,60.6,386.0,19.34,3833.4
Cotton,Punjab,Kharif,Alluvial,1397.7,23.5,83.2,63.2,36.44,2662.5
Cotton,Karnataka,Zaid,Laterite,458.9,18.2,38.1,392.2,86.27,2748.0
Groundnut,Punjab,Kharif,Red,1805.8,22.4,85.7,51.6,42.72,2969.5
Rice,Haryana,Rabi,Red,1407.1,20.7,88.3,355.8,91.61,3255.6
Soybean,Madhya Pradesh,Zaid,Laterite,1983.3,27.3,91.5,157.6,50.04,3108.3
Rice,Uttar Pradesh,Zaid,Red,1367.6,39.5,55.8,378.5,40.18,2954.3
Wheat,Andhra Pradesh,Rabi,Black,628.6,17.8,44.1,160.9,75.16,2203.8
Groundnut,Maharashtra,Kharif,Black,1726.2,34.4,54.3,279.0,7.78,3265.3
Rice,Haryana,Kharif,Red,679.2,33.6,51.6,78.0,9.4,2511.8
Maize,Uttar Pradesh,Zaid,Red,2219.3,17.6,41.5,134.8,65.37,3092.7
Cotton,Haryana,Rabi,Black,1648.9,39.9,69.5,320.8,48.95,2900.1
Wheat,Karnataka,Zaid,Red,645.8,30.3,61.0,235.0,79.15,3035.4
Groundnut,Maharashtra,Rabi,Red,2417.1,24.8,86.3,374.8,91.67,4257.5
Rice,Andhra Pradesh,Kharif,Laterite,1440.4,35.4,32.1,200.1,39.14,3007.6
Soybean,Punjab,Rabi,Alluvial,460.4,21.9,71.9,354.4,59.84,2979.8
Maize,Punjab,Kharif,Black,1679.0,33.7,79.6,207.1,50.32,3283.6
Maize,Uttar Pradesh,Rabi,Laterite,857.0,16.1,79.4,392.7,98.17,2960.9
Rice,Andhra Pradesh,Zaid,Alluvial,2068.1,37.7,87.6,385.9,83.19,3362.3
Cotton,Madhya Pradesh,Kharif,Red,2099.2,27.1,77.4,165.2,91.22,3733.5
Rice,Bihar,Zaid,Red,2453.7,32.2,90.3,360.1,25.81,4351.1
Wheat,Karnataka,Zaid,Laterite,1404.1,21.0,51.6,346.7,77.37,3191.8
Rice,Uttar Pradesh,Kharif,Red,1300.9,33.3,62.7,123.7,26.91,2917.1
Maize,Bihar,Kharif,Sandy,1957.6,35.9,30.9,268.5,21.27,3367.4
Groundnut,Haryana,Zaid,Laterite,591.4,27.8,30.5,75.4,94.45,2407.2
Rice,Karnataka,Zaid,Alluvial,1503.2,31.7,45.6,342.8,2.42,3623.9
Cotton,Haryana,Zaid,Laterite,1501.7,27.3,36.6,111.1,96.56,3018.4
Groundnut,Madhya Pradesh,Zaid,Black,496.8,39.1,46.9,74.8,15.35,1612.3
Soybean,Andhra Pradesh,Kharif,Laterite,1219.6,28.4,41.5,190.1,82.03,3178.4
Sugarcane,Maharashtra,Kharif,Red,2177.2,37.7,31.9,251.9,27.95,2903.0
Rice,Karnataka,Zaid,Red,2183.5,36.6,89.1,349.2,35.39,3828.7
Cotton,Bihar,Rabi,Sandy,518.3,26.1,30.5,391.0,22.07,3123.8
Groundnut,Madhya Pradesh,Rabi,Sandy,499.6,21.2,77.8,203.8,58.76,2680.3
Cotton,Maharashtra,Kharif,Sandy,877.9,26.0,39.9,71.2,35.14,2902.5
Soybean,Punjab,Zaid,Alluvial,2224.5,37.3,89.3,312.2,65.91,3604.2
Maize,Bihar,Zaid,Sandy,583.6,21.1,88.0,247.8,2.06,2666.3
Cotton,Uttar Pradesh,Kharif,Alluvial,1884.0,29.2,72.5,206.8,6.91,3278.3
Groundnut,Punjab,Rabi,Sandy,522.6,36.8,73.7,158.2,10.42,2321.8
Cotton,Madhya Pradesh,Rabi,Alluvial,1670.9,24.5,30.3,225.8,42.19,3343.2
Cotton,Punjab,Rabi,Laterite,1083.3,32.3,94.0,168.5,81.57,3114.2
Cotton,Uttar Pradesh,Kharif,Laterite,2035.6,21.6,87.1,315.0,88.87,3491.4
Wheat,Karnataka,Rabi,Red,814.1,18.0,88.2,240.4,24.86,2452.7
Wheat,Punjab,Kharif,Alluvial,1706.2,36.4,72.9,356.9,57.65,3492.7
Maize,Andhra Pradesh,Kharif,Black,818.5,17.7,52.4,240.2,76.95,2515.5
Rice,Bihar,Zaid,Red,1870.1,22.3,88.1,133.4,29.24,3616.3
Cotton,Maharashtra,Rabi,Laterite,2222.1,38.1,48.9,347.9,41.2,3403.9
Soybean,Punjab,Kharif,Alluvial,579.0,24.4,66.6,245.0,52.64,3340.3
Rice,Bihar,Rabi,Sandy,2206.5,41.3,36.5,122.4,13.92,2183.2
Soybean,Haryana,Rabi,Black,1605.9,41.5,89.9,268.2,3.09,2363.2
Rice,Bihar,Zaid,Laterite,579.6,22.2,39.2,175.2,15.7,2397.6
Maize,Maharashtra,Rabi,Red,1240.6,16.1,44.6,345.5,62.87,3024.5
Cotton,Bihar,Zaid,Alluvial,653.9,34.0,66.3,208.7,7.83,3151.0
Cotton,Uttar Pradesh,Kharif,Black,1840.8,27.2,79.7,304.3,19.37,3576.1
Sugarcane,Madhya Pradesh,Rabi,Alluvial,1969.5,17.7,70.3,83.4,34.12,2586.7
Soybean,Maharashtra,Kharif,Sandy,532.8,34.1,45.1,188.6,8.25,2399.9
Rice,Madhya Pradesh,Rabi,Red,1413.5,15.8,30.1,394.1,19.57,2539.5
Rice,Karnataka,Kharif,Alluvial,2092.2,38.5,79.2,333.0,91.17,3499.8
Wheat,Madhya Pradesh,Rabi,Laterite,2359.6,18.7,94.0,106.0,2.42,3107.1
Sugarcane,Haryana,Rabi,Red,1429.7,18.4,82.6,147.2,65.52,2732.8
Groundnut,Uttar Pradesh,Rabi,Laterite,2390.6,19.7,59.9,165.4,38.75,2928.7
Groundnut,Karnataka,Rabi,Alluvial,1478.5,40.9,88.7,277.6,67.43,3044.1
Wheat,Bihar,Rabi,Red,1167.2,33.7,56.6,314.9,59.07,3160.2
Wheat,Maharashtra,Rabi,Laterite,2166.0,36.6,64.1,312.3,22.74,3573.4
Wheat,Haryana,Rabi,Sandy,1384.6,25.7,61.0,228.5,84.8,2991.5
Soybean,Uttar Pradesh,Rabi,Sandy,1338.2,24.1,59.1,333.8,49.45,3432.1
Soybean,Karnataka,Rabi,Alluvial,1378.7,21.3,80.4,203.0,82.34,3136.0
Maize,Karnataka,Kharif,Red,2162.9,28.0,64.2,93.4,40.9,3356.7
Maize,Haryana,Zaid,Black,2130.3,29.9,50.6,247.6,98.48,3635.6
Wheat,Andhra Pradesh,Rabi,Red,1187.7,32.1,46.8,383.3,77.16,3590.3
Sugarcane,Bihar,Zaid,Sandy,1033.3,21.9,32.5,327.5,96.61,2919.9
Rice,Haryana,Rabi,Laterite,1382.2,40.6,67.9,252.5,51.68,2631.9
Soybean,Karnataka,Rabi,Black,1560.1,19.6,44.9,276.4,47.63,3118.4
Sugarcane,Punjab,Kharif,Alluvial,824.3,41.1,39.6,375.7,75.67,2579.7
Cotton,Uttar Pradesh,Kharif,Black,2046.7,15.4,72.5,199.9,88.09,2756.8
Soybean,Haryana,Zaid,Alluvial,1370.3,28.0,74.3,166.0,96.43,2931.3
Soybean,Andhra Pradesh,Kharif,Black,1034.9,24.0,78.9,392.0,32.79,3287.2
Maize,Karnataka,Kharif,Alluvial,535.0,27.1,62.7,352.2,79.97,2836.0
Rice,Bihar,Zaid,Alluvial,825.5,30.4,88.1,163.1,21.46,3136.7
Rice,Madhya Pradesh,Kharif,Black,2388.4,26.8,90.9,212.3,54.78,3916.6
Groundnut,Karnataka,Rabi,Black,971.2,26.2,82.5,195.3,18.39,3276.6
Groundnut,Bihar,Zaid,Alluvial,671.5,34.8,71.3,102.2,35.07,2569.3
Groundnut,Haryana,Zaid,Sandy,1313.5,33.5,49.7,385.2,93.17,3058.8
Groundnut,Bihar,Rabi,Black,975.6,37.5,93.9,191.5,15.04,2494.3
Cotton,Maharashtra,Kharif,Red,377.4,21.7,47.8,356.4,63.42,3024.0
Cotton,Maharashtra,Zaid,Laterite,1010.9,31.5,43.2,116.3,59.5,2791.9
Soybean,Maharashtra,Zaid,Alluvial,1497.0,30.8,58.7,241.8,12.51,3295.7
Wheat,Andhra Pradesh,Rabi,Alluvial,1513.8,25.0,33.7,58.4,32.93,2880.8
Maize,Andhra Pradesh,Rabi,Laterite,1084.4,28.1,93.6,317.5,56.52,3510.5
Maize,Punjab,Kharif,Sandy,1284.1,23.5,68.2,253.3,19.12,3273.3
Groundnut,Andhra Pradesh,Zaid,Laterite,2424.1,18.8,66.2,269.0,80.16,3292.4
Soybean,Madhya Pradesh,Kharif,Black,1130.2,20.8,72.6,68.1,97.23,2775.4
Sugarcane,Haryana,Kharif,Laterite,868.1,17.8,62.3,123.9,21.87,2242.4
Wheat,Karnataka,Rabi,Alluvial,835.6,33.4,32.1,76.0,19.1,2206.3
Soybean,Karnataka,Zaid,Laterite,1307.1,32.8,69.8,151.1,45.77,2838.7
Wheat,Punjab,Zaid,Red,1970.9,40.7,76.6,269.6,74.9,2820.2
Wheat,Andhra Pradesh,Zaid,Black,753.2,34.7,57.1,248.2,28.52,3067.2
Wheat,Madhya Pradesh,Rabi,Laterite,1860.5,16.4,79.2,264.3,2.48,2961.8
Soybean,Bihar,Rabi,Alluvial,346.5,38.9,44.8,242.2,54.35,2250.0
Groundnut,Punjab,Rabi,Black,1221.7,38.3,44.4,145.6,95.68,2206.3
Maize,Madhya Pradesh,Rabi,Alluvial,2006.9,27.0,40.5,135.6,39.43,3415.0
Maize,Bihar,Rabi,Sandy,1045.2,30.8,54.2,98.0,42.3,2655.4
Groundnut,Madhya Pradesh,Zaid,Red,1540.2,41.4,85.1,347.2,96.91,2827.5
Wheat,Bihar,Kharif,Sandy,751.0,29.4,83.8,265.8,69.61,3502.9
Sugarcane,Uttar Pradesh,Zaid,Red,1932.4,39.4,54.9,115.3,72.06,2672.8
Rice,Madhya Pradesh,Kharif,Laterite,415.0,17.2,68.3,112.0,56.49,1746.6
Soybean,Karnataka,Rabi,Black,2175.6,20.2,76.9,355.6,97.47,3328.3
Rice,Maharashtra,Kharif,Laterite,736.0,26.9,45.7,310.0,69.04,3187.4
Groundnut,Andhra Pradesh,Zaid,Red,2223.7,30.8,40.9,280.8,89.56,3432.8
Sugarcane,Bihar,Zaid,Red,1075.6,37.0,93.2,192.4,70.09,2912.1
Soybean,Uttar Pradesh,Kharif,Red,1889.9,41.7,70.1,141.7,73.64,2392.9
Groundnut,Madhya Pradesh,Rabi,Alluvial,1002.3,25.5,93.8,392.8,29.4,3666.1
Wheat,Karnataka,Rabi,Black,2293.0,16.3,52.0,329.0,30.7,3067.5
Maize,Maharashtra,Zaid,Laterite,578.6,36.6,75.7,155.6,78.41,2823.3
Rice,Bihar,Kharif,Laterite,692.7,31.3,44.5,346.6,30.02,3790.6
Cotton,Madhya Pradesh,Rabi,Sandy,1384.7,20.4,47.0,315.6,56.5,3136.4
Cotton,Madhya Pradesh,Rabi,Red,480.3,28.4,63.3,154.0,25.31,2836.8
Sugarcane,Bihar,Zaid,Red,731.2,35.0,50.8,199.3,81.79,2714.5
Wheat,Punjab,Rabi,Red,2376.3,35.8,40.9,115.1,11.49,3004.7
Rice,Punjab,Kharif,Laterite,2448.3,28.5,47.1,88.9,83.03,3175.1
Wheat,Karnataka,Zaid,Sandy,1127.8,23.2,32.3,303.0,60.47,2975.3
Rice,Maharashtra,Zaid,Alluvial,2331.2,41.3,75.8,143.6,19.1,2408.5
Sugarcane,Bihar,Kharif,Black,1498.6,32.9,62.0,337.0,54.43,3588.4
Sugarcane,Karnataka,Zaid,Alluvial,893.4,26.0,36.1,398.5,28.61,3338.4
Cotton,Karnataka,Rabi,Laterite,1845.3,22.6,41.2,76.8,32.68,2390.7
Wheat,Haryana,Rabi,Red,1749.6,34.7,36.7,215.6,35.48,3210.6
Soybean,Madhya Pradesh,Kharif,Black,2476.1,21.5,69.8,330.7,6.8,3810.3
Cotton,Andhra Pradesh,Rabi,Laterite,883.1,19.6,36.1,326.1,98.6,3196.5
Wheat,Madhya Pradesh,Kharif,Laterite,1778.5,29.3,79.0,316.0,3.64,3804.6
Cotton,Punjab,Kharif,Laterite,414.5,22.8,31.3,172.1,66.42,2260.8
Soybean,Maharashtra,Rabi,Black,550.0,32.0,46.2,208.8,37.44,2355.6
Maize,Madhya Pradesh,Kharif,Black,308.6,18.2,87.9,258.2,64.78,2407.1
Maize,Bihar,Rabi,Sandy,2498.8,32.7,76.7,390.9,35.95,3972.1
Maize,Karnataka,Zaid,Sandy,2065.0,22.6,34.7,164.6,67.54,3387.3
Maize,Bihar,Zaid,Alluvial,2030.8,15.0,83.4,373.1,73.06,3149.3
Groundnut,Haryana,Kharif,Black,1421.4,18.4,62.0,144.3,69.21,2883.9
Rice,Maharashtra,Rabi,Black,960.1,40.2,85.0,396.2,11.84,2619.5
Groundnut,Karnataka,Rabi,Black,632.8,38.4,69.0,284.6,65.86,2822.1
Groundnut,Bihar,Zaid,Sandy,926.3,21.3,74.3,212.2,28.36,3044.3
Groundnut,Punjab,Zaid,Laterite,1127.1,36.0,94.6,264.7,3.37,2671.4
Maize,Andhra Pradesh,Rabi,Red,1963.9,31.4,45.1,145.4,41.78,3490.0
Soybean,Haryana,Kharif,Sandy,1487.3,41.2,70.6,146.0,43.64,2317.1
Sugarcane,Maharashtra,Zaid,Black,470.5,25.1,59.9,89.7,46.98,2628.3
Sugarcane,Haryana,Kharif,Sandy,339.7,33.4,32.6,89.9,70.63,2139.6
Rice,Punjab,Kharif,Alluvial,525.1,16.7,30.9,171.7,31.23,2350.4
Maize,Maharashtra,Zaid,Black,1203.1,25.7,37.7,317.0,31.87,3123.3
Maize,Haryana,Kharif,Alluvial,2353.0,41.0,72.2,262.8,6.52,3133.2
Maize,Uttar Pradesh,Kharif,Black,1702.3,29.6,66.9,85.9,68.84,3248.3
Cotton,Punjab,Rabi,Sandy,2064.0,22.8,66.0,348.3,57.0,3562.8
Wheat,Punjab,Kharif,Laterite,1326.0,18.2,32.1,260.5,35.27,3198.9
Cotton,Punjab,Rabi,Red,1095.7,34.0,60.5,386.3,70.67,3452.1
Wheat,Uttar Pradesh,Zaid,Alluvial,538.5,32.4,90.1,284.6,53.97,3230.6
Maize,Uttar Pradesh,Zaid,Sandy,2227.1,25.1,55.8,111.3,47.19,2989.0
Maize,Bihar,Rabi,Laterite,2023.0,40.7,70.6,215.8,51.38,3180.8
Cotton,Karnataka,Zaid,Sandy,669.9,15.6,80.7,277.0,63.82,2188.7
Cotton,Andhra Pradesh,Kharif,Alluvial,1427.0,23.2,81.0,59.9,66.17,3053.2
Wheat,Haryana,Kharif,Red,1372.2,39.9,63.8,55.2,29.25,1974.9
Sugarcane,Bihar,Kharif,Sandy,1675.2,23.7,85.8,95.3,14.5,2947.9
Wheat,Haryana,Zaid,Black,2381.6,21.8,55.4,138.1,16.09,3430.4
Cotton,Andhra Pradesh,Kharif,Laterite,1575.5,29.4,87.8,200.3,64.12,3589.7
Soybean,Karnataka,Zaid,Sandy,1488.5,37.2,45.6,220.6,87.35,2602.4
Cotton,Uttar Pradesh,Kharif,Laterite,410.7,17.8,48.2,98.3,41.24,2251.1
Soybean,Karnataka,Rabi,Black,438.4,40.5,33.5,285.7,17.37,2422.5
Rice,Uttar Pradesh,Zaid,Red,712.2,36.5,81.7,258.6,75.78,2630.6
Cotton,Andhra Pradesh,Zaid,Red,371.4,19.9,57.1,153.1,83.33,2693.7
Rice,Karnataka,Kharif,Black,1935.4,34.2,44.9,54.8,88.12,2560.7
Sugarcane,Bihar,Zaid,Laterite,1891.3,25.4,45.1,77.2,60.88,2925.8
Wheat,Maharashtra,Zaid,Sandy,599.3,25.9,88.6,187.1,86.14,3046.2
Soybean,Bihar,Rabi,Black,2139.4,36.1,84.2,103.9,2.03,2865.4
Wheat,Haryana,Rabi,Alluvial,640.5,41.0,66.0,181.9,11.17,2117.3
Rice,Bihar,Kharif,Laterite,962.6,18.4,70.0,269.9,9.71,2859.1
Soybean,Andhra Pradesh,Rabi,Red,847.7,26.4,60.8,241.5,71.4,3074.5
Wheat,Punjab,Kharif,Black,1119.1,28.0,55.5,130.9,7.42,3107.8
Cotton,Haryana,Kharif,Red,860.3,25.2,89.5,170.3,49.89,2952.5
Maize,Karnataka,Kharif,Laterite,1375.7,24.8,38.2,264.9,47.53,3322.4
Rice,Haryana,Zaid,Red,1196.3,16.4,57.2,351.3,31.42,3086.2
Wheat,Maharashtra,Rabi,Black,2470.5,33.5,52.4,313.6,87.11,3935.8
Rice,Uttar Pradesh,Kharif,Laterite,423.0,26.8,62.4,243.7,17.46,3115.3
Groundnut,Karnataka,Rabi,Alluvial,612.8,20.3,59.7,176.8,35.57,2336.9
Rice,Madhya Pradesh,Kharif,Black,416.2,37.0,63.7,177.8,77.53,2499.1
Soybean,Haryana,Rabi,Sandy,1676.9,36.7,39.1,357.8,3.53,3131.0
Groundnut,Karnataka,Rabi,Black,419.9,28.1,63.4,63.7,67.46,2261.0
Soybean,Karnataka,Kharif,Laterite,2140.2,23.1,45.8,395.8,81.73,3846.4
Maize,Karnataka,Zaid,Black,1426.3,32.2,42.0,282.5,93.26,3132.5
Groundnut,Uttar Pradesh,Rabi,Alluvial,1459.4,22.8,34.2,288.4,87.69,3429.3
Cotton,Madhya Pradesh,Zaid,Alluvial,1535.5,21.4,79.6,63.3,32.28,2954.4
Rice,Andhra Pradesh,Zaid,Sandy,675.8,34.7,57.8,261.9,58.84,2491.9
Wheat,Bihar,Kharif,Red,734.9,16.1,70.7,219.7,8.19,2180.3
Sugarcane,Karnataka,Kharif,Laterite,1001.4,17.6,77.3,87.0,26.16,2012.9
Rice,Punjab,Kharif,Laterite,1605.7,15.2,74.2,147.3,9.88,2319.1
Rice,Andhra Pradesh,Rabi,Red,762.3,19.1,60.6,361.6,31.86,3088.3
Maize,Maharashtra,Kharif,Alluvial,555.9,16.9,55.2,242.5,87.58,2325.6
Cotton,Uttar Pradesh,Kharif,Alluvial,2434.3,41.9,54.4,194.7,35.04,2541.6
Sugarcane,Haryana,Rabi,Black,348.4,22.8,71.6,75.4,56.41,2667.5
Groundnut,Uttar Pradesh,Rabi,Sandy,2065.9,19.0,62.2,299.9,43.62,2899.5
Groundnut,Haryana,Kharif,Sandy,2033.7,21.5,85.2,296.0,46.16,3845.6
Groundnut,Uttar Pradesh,Kharif,Sandy,953.9,40.3,86.9,264.9,96.97,2442.1
Soybean,Haryana,Kharif,Black,598.4,29.0,41.1,228.6,29.97,2913.0
Soybean,Karnataka,Kharif,Sandy,620.4,24.9,38.9,201.8,62.92,2714.2
Wheat,Bihar,Zaid,Red,1834.3,38.6,71.0,257.6,42.3,3339.5
Sugarcane,Haryana,Zaid,Black,1714.2,25.7,49.6,131.7,6.58,2890.2
Groundnut,Madhya Pradesh,Kharif,Red,2022.0,24.0,31.2,379.4,49.19,3775.2
Soybean,Haryana,Zaid,Black,2362.5,20.6,87.8,256.1,81.43,3679.9
Wheat,Punjab,Rabi,Sandy,1822.2,25.2,44.7,158.9,10.33,2899.0
Cotton,Haryana,Zaid,Red,642.9,23.6,90.4,207.4,7.42,2763.9
Wheat,Punjab,Zaid,Red,835.6,33.3,76.6,332.0,15.79,3224.7
Soybean,Maharashtra,Kharif,Red,2152.8,22.8,79.6,106.6,76.56,3054.7
Maize,Karnataka,Zaid,Black,760.5,30.6,43.1,152.5,72.54,2618.2
Maize,Punjab,Zaid,Laterite,459.5,16.8,45.2,287.8,56.72,2339.5
Groundnut,Bihar,Zaid,Sandy,1847.2,20.2,63.9,160.4,47.09,3154.6
Maize,Andhra Pradesh,Zaid,Red,1185.6,26.0,41.2,327.4,88.89,3327.7
Groundnut,Karnataka,Rabi,Laterite,2324.1,40.3,49.9,95.7,76.79,2777.9
Groundnut,Punjab,Kharif,Sandy,1730.6,25.2,50.9,316.9,81.29,3398.1
Soybean,Karnataka,Kharif,Sandy,498.9,32.9,40.4,73.9,81.42,2133.6
Maize,Madhya Pradesh,Rabi,Red,2385.3,21.9,43.3,54.4,64.45,3418.6
Groundnut,Karnataka,Zaid,Red,868.8,18.4,81.3,364.4,46.07,2912.7
Sugarcane,Karnataka,Rabi,Black,1041.9,16.6,40.9,253.5,86.54,2258.8
Cotton,Maharashtra,Zaid,Laterite,1185.0,23.2,31.8,173.1,92.64,2541.0
Wheat,Bihar,Rabi,Laterite,412.7,19.3,70.9,131.4,2.87,2539.1
Wheat,Uttar Pradesh,Kharif,Red,1392.3,19.7,93.4,265.9,5.63,3089.2
Soybean,Uttar Pradesh,Kharif,Sandy,571.3,35.5,51.5,228.2,95.89,2618.4
Maize,Punjab,Kharif,Red,1182.1,15.4,37.7,397.1,28.08,2756.5
Maize,Karnataka,Zaid,Sandy,1071.6,30.1,67.1,394.1,87.4,3796.5
Groundnut,Punjab,Zaid,Sandy,2000.2,25.2,88.9,272.3,39.19,3673.6
Rice,Maharashtra,Rabi,Red,2067.0,28.7,81.0,205.0,12.35,4048.7
Groundnut,Maharashtra,Rabi,Alluvial,637.5,30.2,70.5,221.9,8.5,3023.8
Cotton,Haryana,Kharif,Laterite,1106.4,23.5,50.5,288.9,16.07,3425.5
Sugarcane,Madhya Pradesh,Zaid,Sandy,1121.4,23.0,65.2,85.6,25.36,2892.5
Wheat,Maharashtra,Rabi,Sandy,633.1,34.8,35.9,164.9,49.11,2534.7
Groundnut,Haryana,Zaid,Alluvial,2056.6,38.5,74.1,76.3,70.3,2564.7
Rice,Bihar,Zaid,Black,1855.9,20.2,77.1,75.7,98.65,2925.1
Rice,Punjab,Kharif,Alluvial,718.8,17.6,92.7,118.5,44.43,2427.0
Groundnut,Andhra Pradesh,Kharif,Alluvial,1106.8,39.2,46.9,219.8,52.06,2386.8
Soybean,Bihar,Zaid,Sandy,532.8,24.4,31.2,324.7,52.42,3088.5
Wheat,Maharashtra,Zaid,Laterite,1682.1,29.9,65.5,219.9,54.17,3648.5
Soybean,Bihar,Zaid,Alluvial,567.0,24.7,75.9,167.4,52.02,3233.0
Sugarcane,Bihar,Zaid,Black,2469.1,18.4,81.4,78.8,1.37,3138.6
Rice,Madhya Pradesh,Kharif,Red,2017.5,30.9,42.6,242.6,0.67,3871.4
Rice,Madhya Pradesh,Rabi,Alluvial,1158.5,29.2,47.0,144.9,10.22,2834.0
Cotton,Madhya Pradesh,Kharif,Alluvial,1572.8,20.5,63.3,265.2,10.6,3339.8
Sugarcane,Bihar,Rabi,Black,2305.0,27.2,51.5,392.0,70.64,4321.0
Rice,Maharashtra,Zaid,Laterite,1519.0,36.5,85.9,89.0,20.89,2545.8
Sugarcane,Andhra Pradesh,Rabi,Alluvial,683.9,30.9,60.8,124.2,89.52,2626.2
Wheat,Karnataka,Kharif,Alluvial,1133.1,17.6,82.0,215.6,92.9,3046.7
Maize,Bihar,Kharif,Laterite,2154.9,29.8,67.7,389.0,97.6,3826.6
Rice,Haryana,Zaid,Black,1717.3,34.0,80.3,320.1,93.94,3281.3
Cotton,Maharashtra,Kharif,Alluvial,1731.6,36.4,51.6,364.4,27.55,3711.0
Wheat,Bihar,Zaid,Laterite,2207.0,32.0,84.0,166.8,51.22,3711.8
Groundnut,Andhra Pradesh,Kharif,Alluvial,2266.7,19.1,47.8,397.2,17.96,3735.6
Sugarcane,Karnataka,Kharif,Red,2323.5,34.2,65.5,86.0,80.72,3141.1
Groundnut,Madhya Pradesh,Zaid,Sandy,508.7,33.3,43.9,68.5,88.9,2279.0
Soybean,Maharashtra,Rabi,Red,1497.1,15.7,60.9,349.5,85.2,2950.2
Wheat,Uttar Pradesh,Kharif,Alluvial,1929.1,26.1,50.7,374.5,43.62,4158.3
Groundnut,Karnataka,Rabi,Black,1965.2,24.0,47.3,81.7,75.99,3099.7
Rice,Haryana,Kharif,Sandy,1634.8,33.1,92.9,89.7,10.21,3461.4
Sugarcane,Bihar,Kharif,Red,666.9,20.8,40.4,61.6,4.5,2105.8
Maize,Andhra Pradesh,Kharif,Laterite,2054.3,31.0,81.2,86.6,75.45,3234.1
Wheat,Uttar Pradesh,Kharif,Black,1884.2,39.7,94.0,123.3,42.82,2589.9
Rice,Andhra Pradesh,Rabi,Red,489.5,36.5,31.3,389.5,99.56,2681.8
Cotton,Uttar Pradesh,Rabi,Laterite,1320.4,39.9,75.4,283.8,10.18,2727.6
Soybean,Maharashtra,Kharif,Alluvial,682.8,41.4,46.4,322.5,85.63,2401.7
Sugarcane,Uttar Pradesh,Kharif,Laterite,1042.4,15.3,32.6,321.6,48.26,2615.9
Wheat,Haryana,Rabi,Red,339.8,31.8,56.2,237.3,82.8,3259.0
Wheat,Haryana,Zaid,Red,1180.7,26.1,90.8,329.1,81.8,3643.2
Maize,Punjab,Zaid,Alluvial,1509.7,38.2,30.8,258.5,91.64,3050.7
Maize,Haryana,Rabi,Laterite,1663.1,21.8,68.2,160.1,30.14,3091.1
Cotton,Karnataka,Kharif,Laterite,1759.7,41.5,62.6,246.4,95.01,2933.6
Soybean,Uttar Pradesh,Kharif,Alluvial,2139.8,31.6,86.8,236.7,15.59,4124.0
Cotton,Haryana,Zaid,Laterite,774.0,36.4,35.5,338.2,8.66,3012.8
Rice,Maharashtra,Zaid,Alluvial,565.1,17.3,74.3,393.6,43.45,2663.1
Rice,Andhra Pradesh,Rabi,Black,2173.4,20.0,74.2,193.9,82.92,3143.1
Cotton,Madhya Pradesh,Zaid,Red,644.5,35.5,73.5,317.2,47.61,3048.1
Soybean,Andhra Pradesh,Rabi,Black,2444.5,15.6,91.3,84.9,83.01,2785.5
Cotton,Punjab,Zaid,Sandy,2153.6,37.1,83.5,321.9,73.1,3646.3
Soybean,Andhra Pradesh,Zaid,Sandy,1401.9,15.4,32.7,180.0,21.34,2404.2
Soybean,Uttar Pradesh,Zaid,Sandy,2459.1,32.7,60.6,63.8,94.91,3213.9
Groundnut,Punjab,Kharif,Alluvial,514.2,24.9,55.9,177.1,6.55,2639.5
Sugarcane,Uttar Pradesh,Kharif,Laterite,966.7,31.5,50.2,263.7,89.88,3215.1
Soybean,Maharashtra,Kharif,Black,1704.1,33.8,59.3,91.7,30.79,3292.2
Maize,Punjab,Zaid,Black,1070.0,24.2,55.0,373.4,50.26,3660.0
Soybean,Bihar,Rabi,Black,2342.4,17.9,58.1,77.2,42.52,2902.6
Soybean,Karnataka,Rabi,Black,444.4,16.9,93.7,375.5,17.6,2985.2
Soybean,Karnataka,Rabi,Sandy,1508.7,30.9,35.8,297.5,36.14,3338.2
Groundnut,Uttar Pradesh,Rabi,Black,1599.9,29.1,89.9,165.4,19.7,3216.0
Groundnut,Andhra Pradesh,Kharif,Laterite,1736.0,35.0,61.2,186.8,20.79,2947.6
Rice,Madhya Pradesh,Kharif,Sandy,862.5,28.8,70.5,309.3,19.11,3301.9
